;Id;text;S_naive;S
291;930;Endless opportunity and career paths. ;1;
292;936;Amazing People, 9/80 Schedule, Work life balance, technology/innovation focused, new state of the art headquarters, largest upstream oil and gas company in the world, top 401k/retirement plan and amazing benefits!. ;1;
293;937;I worked with some excellent leaders who provided guidance, coaching and support during my tenure at CPC. The team I hired and managed for 8 years was a fantastic team to work with and we had great success with our occupational health programs, as well as our wellness programs. Both of these recognized nationally and globally within the company.. ;1;
294;938;Lots of opportunity to lean for knowledgeable subject mater experts. ;1;
295;939;Good pay and benefits. Health care with Aetna is terrible though. ;1;
296;943;Great work-life balance for the work.. ;1;
297;951;I love the work culture and also the fact that i have some of the best benefits in the industry. Great pension, 401k, and health insurance are just a few reasons this place is great. I have 6 years with the company and I have been rewarded competitively.. ;1;
298;953;Emphasis on safety and personal growth.. ;1;
299;955;Great pay, benefits and development opportunities.. ;1;
300;956;Community and opportunities to grow. ;1;
301;969;Good benefits - 410k match, cash savings account, RSU, insurance Large company. ;1;
302;972;Good benefits - 401k matching, bonus structure, great gym, healthcare plan Good people 9/80. ;1;
303;975;Quality of colleagues amd geographical extend of operations. Very nice facilities I clung gym, Dentist and doctor on site.. ;1;
304;976;Everything about company is awesome like Benefits, culture, health insurance, facilities etc. company lets you show your passion/talent . Everything is good about the company. ;1;
305;978;Good work/life balance and people.. ;1;
306;979;9/80 program, employees are free to express their opinion to all levels of management, flexible work hours and they encourage you to create a balance between work and family.. ;1;
307;980;Large, diverse company with great salary, benefits, and work/life balance options. 9/80 schedule is a life changer. Industry leader in technology, respect, and size. 1st class Houston facilities including a beautiful gym.. ;1;
308;982;There are great benefits including 401k, pension, medical, dental, and vision. There are also career development options. Cross function training available too.. ;1;
309;985;Smart, professional employees, who care about their work and treat each other well.. ;1;
310;993;Work life balance is a plus.. ;1;
311;1008;Many opportunities to succeed in form of continous trainning. ;1;
312;1010;Compensation, Benefits, People, Work life Balance. ;1;
313;1011;Great Benefit packages, stock options, 401k matching program and medical insurance. Friendly work environment.. ;1;
314;1014;Work-life balance 9-80s Good people working as individual contributors Good assets Super consistent bonuses and pay structure. ;1;
315;1015;Very laid back culture, well paid, great management structure. ;1;
316;1018;Nice pay and benefits originally, attempt to give work-life balance.. ;1;
317;1020;Great leadership, good benefits, and I feel my managers actually care about me.. ;1;
318;1023;Good benefits and work life balance. Good people to work with.. ;1;
319;1025;Excellent compensation Excellent benefits package Promotion opportunities Special recognition award potential. ;1;
320;1028;Wonderful work-life balance, top of industry compensation package, great development program. ;1;
321;1032;Pay is above average. Technology makes work easier. Work life balance is good.. ;1;
322;1036;Great work life balance and stress free.. ;1;
323;1039;Decent work-life balance. Nice gym facilities and convienence of on-site Doctor and dentist.. ;1;
324;1040;Fantastic people to work with. Diverse opportunities for professional growth.. ;1;
325;1041;Good work-life balance, great people, and competitive salary and benefits. Interesting projects, and able to take on lots of responsibility if interested.. ;1;
326;1045;Upper Management is great, 9/80 schedule, and availability for growth. ;1;
327;1046;Excellent employee benefits and opportunities for advancement.. ;1;
328;1049;great benefits and place to learn and advance career. ;1;
329;1050;Great place to work. Employees were treated well company believed I in our , and our families health and well being. Company very family oriented.. ;1;
330;1051;great work life balance at this company. ;1;
331;1053;Fantastic benefits, truly committed to a providing employees with a good work life balance, 9/80 workschedule, competitive pay. ;1;
332;1057;Good management, onsite weight room, exercise equipment, basketball court, Olympic size pool, great people, good benefits and pay. ;1;
333;1060;Pay, benefits, work/life balance in the anchorage office. ;1;
334;1061;Pay and benefits, opportunities, training classes. ;1;
335;1063;Good work life balance and all that. ;1;
336;1066;"The company has strong heritage assets, and may kind caring people. There are many smart talented people. However, overarching corporate vision and smart business decision making are lacking. The work scheduling with every other friday off schedule is fantastic. I also never found it a problem to get away for doctors visits or any sudden family needs. The Houston campus is beautiful, and has excellent exercise facilities and gym staff. Compensation is great. But let's be honest; CoP fits the norm with the rest of the oil and gas industry good paying jobs and benefits. There is a common comment that there is good work life balance. I agree as this is the case for most teams and employees. The norm for a team is to have an abundance of team members which many get used to being able to take 1.5 hour lunches and leave work before 5pm. This is made possible by having too many employees on low activity teams, with certain select employees or teams do the majority of the work.. ";1;
337;1069;"Benefits are definitely great; few companies still offer pension plans nowadays. Access to technology (SME's and software) is one of the major pros for working at a large E&P. Focus on safety culture is genuine by most employees. ";1;
338;1073;Amazing work life balance Talented people Challenging work. ;1;
339;1074;Vacation, pay, bonuses, safety training. ;1;
340;1079;"One of my favorite ""easy"" jobs coming out of school. Company cared about safety first and foremost.. ";1;
341;1082;World class career management, good performers are treated very well.. ;1;
342;1084;Nice pay, safety culture, good benefits. ;1;
343;1086;Great opportunity... challenging work.. ;1;
344;1089;Promotes a safe, empowered and ethical workforce, exciting assignments Stakeholder accountability Attractive compensation and benefits (including severance). ;1;
345;1090;Good attempt at work/life balance, great benefits and pay, good opportunities for advancement and mostly really nice people.. ;1;
346;1092;Great company to work for, really took care of their people, everything went OK, really liked working there. ;1;
347;1094;The pay is good. They treat their employees well, at least when commodity prices are high. When ConocoPhillips was an integrated oil company, there were opportunities to do a wide variety of work all over the world including upstream, downstream, and midstream.. ;1;
348;1101;If you want a company that makes slow and careful decisions with big company benefits.... ;1;
349;1102;Great benefits, lots of opportunities to learn different accounting functions. Advancement potential for those under 40.. ;1;
350;1107;Great work environment, safety is the top priority, which is great! They staff up when times are good.. ;1;
351;1108;The company generally treats its employees very well. The benefits are the best that I have seen anywhere. Management seems to truly care about the well being of employees. Most of the employees are smart and wonderful to work with. There is lots of opportunity for advancement.. ;1;
352;1109;COP is generally a good place to work that promotes from within. If you stick around, they will give you opportunities that maybe would be unlikely elsewhere. If you want to have a career here with the potential to move through different job assignments, it is possible. Corporate culture is positive, it seems that people here generally care about you, benefits are industry competitive. Good location in Energy Corridor, beautiful complex, and great onsite gym, medical and dental clinics, cafeteria.. ;1;
353;1110;COP gets it on how to treat people with a positive work culture and 9/80 worklife balance days. Solid leadership in place to help navigate through current economic challenges. Cares about employee development.. ;1;
354;1111;This company truly cares about its people! Easily the most honest and genuine culture I've experienced in over 20 years. ;1;
355;1118;Work/life balance Compensation Career progression Interesting work All of my managers were wonderful to work for, more like mentors. ;1;
356;1122;The work life balance is incredible and historically the company has provided more-than-competitive benefits, salaries & bonuses. Majority of the people are good to work with as well. And the gym.. ;1;
357;1125;Supportive learning opportunities, constructive feedback, competitive salary and benefits, job security i.e., if a division experiences layoffs, HR makes every effort to retain employee in alternate role.. ;1;
358;1128;The middle management and below are great!. ;1;
359;1129;new employee training was very good. They make sure you are comfortable and help with any needs you want. Onsite gym was stellar since they wanted their employees to be healthy.. ;1;
360;1130;Excellent benefits - Great employees - Great hours - Great Management. ;1;
361;1137;Great pay, benefits and bonuses when compared to the average job in Houston. Overall good work colleagues. Overall good balance between work and home life.. ;1;
362;1138;Great benefits, awesome opportunity for advancement, ideal E&P to work for.. ;1;
363;1139;Great People and Good safety culture.. ;1;
364;1140;"I worked for ConocoPhillips (COPC) for 34 years before leaving the company. During my entire career I firmly believed in their safety motto and that fact that they understood, even for a very large company that ""employees"" were their most valuable asset. There are always exceptions but at COPC it was an exception, not the rule. Even when hard choices had to be made, My opinion was employees who added value and worked hard were retained or released whith their interest in mind.. ";1;
365;1141;Good Benefits and great work/life balance. ;1;
366;1146;I enjoy the new office space. The opportunity for experience in many different states and plays is available to everyone.. ;1;
367;1148;opportunity to conduct real science and work on cool projects. High caliber people.. ;1;
368;1151;Good work life balance. Private office. Great gym pool soccer field and classes. Worldwide operations. ;1;
369;1153;Work life balance is strong. ;1;
370;1159;This company really cares about your career development and personal growth, more than I've seen anywhere else. New hires go through a rotation program in which they change their job every 15 months or so. This gives exposure to different types of jobs and the ability to learn significantly more skills as a result. The people are super friendly and everyone is supportive of each other's success. ;1;
371;1161;Good benefits, flexible work schedule, good salaries, career development opportunities, good working environment, nice offices and installations.. ;1;
372;1162;Focused on margins and reality of lower for longer market outlook. Opportunities abound for cost conscious individual. Still a major independent operator.. ;1;
373;1163;Great benefits package Lots of advancement opportunity IT investment has picked up significantly. ;1;
374;1164;ConocoPhillips is a good company to work for if you are going to be in the Oil and Gas Business. Most people I have worked for in the company care about their employees and they do what they can for them. The remuneration packages are good, and when prices are high there is a huge amount of opportunity.. ;1;
375;1166;Good overall compensation an work life balance. ;1;
376;1167;If you move around internally enough you'll land on a good team. Some teams have extremely bad management that micromanage and kill any innovation. My last team was awesome. We all loved our jobs and got exposure to numerous technology stacks.. ;1;
377;1169;Excellent benefits. Management cares about employees and wants to see them succeed.. ;1;
378;1171;Great company when the oil price is good. A lot of things to learn in a fast pace. Excellent safety cultures.. ;1;
379;1173;Great Company (depending on management). Top of the line facilities (work building, gym, cafeteria, etc.) Can feel like a family with the right management.. ;1;
380;1175;COP has a very collaborative culture that encourages employees to learn from each other and share knowledge that improves processes. Having 9/80 schedules are also a great benefit, however depending on the group you are in the flexibility may or may not be there. COP has a great retirement package- 401K match AND pension. For finance there is a rotational program so you are constantly being exposed to new things.. ;1;
381;1176;Compensation package is average for large independents. System integrations have reduced the silo effect between departments thereby reducing project delays and budget wars during declining revenue. Department management uses all tactics available to protect department budgets which included department staff.. ;1;
382;1180;Interesting assignments, broad spectrum of responsibilities. ;1;
383;1181;great benefits that includes a pension! Excellent development opportunities are available if you work hard and make yourself known and take on the projects that know one else wants to do.. ;1;
384;1184;Attention to safety and most OSHA standards.. ;1;
385;1189;Great benefits and pay Wide variety of technologies and teams to work with New Hires (University Hires) are treated very well and given some of the best opportunities to move around within the company for the first 5 or so years. ;1;
386;1190;Many advancement opportunities, steller benefits such as 401(k) matching and pension, rotational program for broad exposure, company culture that emphasized safety and people, a lot of emphasis placed on employee development. ;1;
387;1193;Great people, excellent benefits, good company culture of responsibility, care, and safety. Highly competative pay in an area with very low cost of living. Good opportunities for travel and career opportunities.. ;1;
388;1194;Lots of opportunity as an engineer. Great pay. Great retirement benefits.. ;1;
389;1198;I appreciate the fair pay, good insurance and 401k. The office are nice. You never know who you may meet or their background, I appreciate the diversity.. ;1;
390;1201;Collaborative Work Environment Ability to Gain Additional Responsibilities Commitment to Safety. ;1;
391;1202;The company culture at ConocoPhillips is absolutely fantastic. The work environment drives individuals to be successful and gives employees the opportunity to grow and expand in their careers. The benefits provided by the company (facilities, 9/80 work weeks, community/company involvement, overall compensation, etc.) allow each employee to commit to a very fair work-life balance.. ;1;
392;1203;Great management and company culture, very fun and informative internship experience. ;1;
393;1212;Global company with excellent salary and benefits such as 401k, health plan, etc.. ;1;
394;1219;"great compensation package; generally pleasant co-workers/management. ";1;
395;1222;Large oil company with global opportunities. The new CEO, Ryan Lance, has his hands full and is doing the best he can with a lousy situation largely created by the prior CEO, Jim Mulva.. ;1;
396;1224;Great benefits and career opportunities. Offers stock options and has a high dividend compared to its competitors. Plenty of opportunities to work capital projects, develop fields, or optimize production, both internationally and domestic. They also offer copious amounts of career training and are very safety conscious.. ;1;
397;1226;good growth opportunities and career development all over the world. Has a lot of knowledgeable people and nice people.. ;1;
398;1228;Opportunity to learn a lot and work with some very competent people. ;1;
399;1234;ConocoPhillips is a great place to work. They have great benefits and are dedicated to the health, wellbeing and development of their people.. ;1;
400;1236;Good Benefit, Large Company with different career directions. ;1;
401;1238;Hard work is rewarded with success and opportunity. ;1;
402;1242;Great benefits, broad opportunities when commodity prices are high. The pay is very good and my guess is that it is high, or at least competitive, among their peer group.. ;1;
403;1244;Wide variety of assignments, excellent opportunities for advancement when times are good.. ;1;
404;1247;Incredible benefits. Arguably the best you'll find. Tons of inward mobility opportunities and training offered.. ;1;
405;1249;Career opportunity, compensation and benefit are good, COP has working area in overseas : UK,Norway,Middle East, Indonesia, Australia etc. so you can be assigned as international employee, if you want to.. ;1;
406;1251;Fairly stable hours and good work-life balance (with some notable exceptions). Lower and mid-level management has been good-to-great so far in my experience. Company fitness facilities are free and very good.. ;1;
407;1253;ConocoPhillips is a company that really cares for its employees.. ;1;
408;1258;Excellent benefits, good lower level management. ;1;
409;1260;Skills build, nice people, strong health/safety culture. ;1;
410;1261;Pay, benefits, work life balance.. ;1;
411;1271;The work life balance is awesome. ;1;
412;1275;Good compensation and work life balance.. ;1;
413;1280;Benefits are great (though rumor has it that they may be changing) and pay is pretty good too (though a bit lower than other independent companies). Culture was great, though low-commodity pricing has lowered employee morale and the way employees truly used to care for one another (people do crazy things just to keep the job).. ;1;
414;1282;Great Benefits, Great Pay and a well engage management team. You get every other Friday off from work. So the work life balance is amazing.. ;1;
415;1283;Good salary, benefits, work life balance. All of this is a sham when the oil price is low however as it is unsustainable.. ;1;
416;1287;Great benefits and amazing encouragement to stay healthy and active. ;1;
417;1291;Good working environment in the office. Management treats you as an adult and isn't constantly looking over your shoulder to monitor your work.. ;1;
418;1292;Great people to work with. Very down to earth and willing to help out. Work life balance is highly stressed there and employees have a life outside of work.. ;1;
419;1293;Good work-life balance and benefits. ;1;
420;1299;Plenty of opportunities to move up in the company. ;1;
421;1300;Some great geoscientists working here, some good collaboration.. ;1;
422;1301;Good pay and benefits, work life balance vacation and sick time, world wide opportunities. ;1;
423;1305;Great benefits, compensation package, and work-life balance. Very challenging and rewarding work.. ;1;
424;1306;In the past, company has done a good job of taking care of employees with benefits and compensation. Good benefits.. ;1;
425;1307;Work life Balance and great benefits!. ;1;
426;1308;"Pre-Spin Off - Your exposure level as an early career professional was very good. As an engineer, if you were willing to be coached/taught and work hard there was lots of opportunity to develop professionally. Post-Spin Off - Moved to a more progressive benefits package and work environment. Noticed more women & young people in leadership roles and an employee friendly work environment for salaried employees. At the time, $$ was available for internal and external training. **Noticed some complaints were regarding ""location"". I think it is important to remember the industry and the areas of operation for COP. Bartlesville, OK is not the worst place in the portfolio, it could be a lot worse. **. ";1;
427;1310;There are many growth opportunities.. ;1;
428;1312;Excellent work life balance with great pay and benefits. Flexible work schedule options are nice. Bartlesville office has friendly people and management is accessible with open doors. Good opportunities for growth and advancement.. ;1;
429;1314;Great netowrking and career growth. ;1;
430;1318;-High pay -Strong encouragement for mentorship and internal job opportunities -Flexible work schedules, including 9/80 where you work 9 hour days and get every other Friday off -Friendly atmosphere. ;1;
431;1322;Great career opportunities and benefits.. ;1;
432;1323;Pay, work life balance, education. ;1;
433;1326;Great company to work for. Excellent health plan and relocation package.. ;1;
434;1327;Very good management, concerned for employees,. balanced work environment. hired after brief interviews all in one afternoon. very large sourcing, procurement org so lots of opportunity. very sincere about concern for safety and quality. generous salary compared to others i was with. ;1;
435;1328;Ranked #1 by Bloomberg for best retirement package Work/life balance - every other Friday off Compensation Transparent organization Employees are empowered. ;1;
436;1331;Very professional and also friendly interview. Questions were safety and behavioral based and given by 3 reviewers who each asked 3-5 questions. ;1;
437;1332;Very good work/life balance. Great pay and the best benefits i've seen.. ;1;
438;1333;Conoco is a great company that cares about their employees. Great opportunity for growth and a wonderful place to start a career as a college graduate.. ;1;
439;1337;Great facilities and training programs set up, that allowed for plentiful networking opportunities. Travelling expenses were taken care of as well as living accommodations.. ;1;
440;1353;COP has great values and supports safe operations. Good heritage company and heritage assets. Has good people that for the most part want to do the right thing.. ;1;
441;1354;Development opportunities, job security, competitive pay. ;1;
442;1355;-Good salary/benefits. Good peer group, reasonable medical insurance.. ;1;
443;1357;Great opportunity to gain experience to manage a business. ;1;
444;1358;"The culture is very relaxed and non competitive; tremendous amount of resources to learn and improve at my job; variety of projects and opportunities are exciting; high level of responsibility given to each employee; executives are transparent and personable. ";1;
445;1361;Reasonable chance to advance your career, good management, company split in 2012 with a focus on exploration & production spawned a more agile environment.. ;1;
446;1364;Good base pay, opportunity to bonus very well, really impressive 401k company contribution and a pension plan.. ;1;
447;1366;Excellent company with strong senior management, a desire to succeed, and a very good value-driven employee culture.. ;1;
448;1368;As a technical writer and editor, I found that most of the scientists I worked with appreciated the contributions I made to the quality of their papers, online help, reports, and other materials.. ;1;
449;1369;-Great Benefits, Good Health Incentives, competitive salary, depending on the location nice installations that have onsite gyms.. ;1;
450;1370;They care about people. Each department works very well with each other. Great company to work for because they truly care about people. Employees and customers are treated with respect. I worked in Ponca City and Bartlesville.. ;1;
451;1372;excellent benefits package (top of the industry's peers) great pay and room for advancement. very safety minded company and environmentally caring.. ;1;
452;1373;Great learning and teaching environment. Take care of employees. ;1;
453;1374;"Many engineering challenges; keep you on top of your game. Latest technology being sought and used. Safety is top priority. Approaches used are best for long term good of oil fields.. ";1;
454;1376;Excellent opportunities for interns and on campus recruits. Current information technology initiatives do have the potential to move the company to the top of the peers. Initiatives associated with diversity and inclusion exceeded peers. Houston location excellent with gym, cafeteria, covered parking, access to upper management and access to career opportunities at the peer companies.. ;1;
455;1377;"They took a chance on a ""green"" kid, and gave me a job offer right out of school. Pay was pretty decent. I was able to work on interesting things and on projects that had an impact on the company bottom line. Would get 'rewarded' with high ratings for hard work on important projects. Work / Life balance in my office location was great. The gym facilities were pretty great too, and I liked that they were open a lot. They even had some semi-organized leagues you could join which was a lot of fun.. ";1;
456;1378;The benefits are fantastic. 401(k) match vests immediately, and an additional pension vests after 3 years. 9/80 (2 fridays a month off) schedule and 19/30 (1 friday off a month) make work life balance great. The people in Bartlesville were great. Really enjoyed the culture of the company. Very open, very positive. Core hours are 9-3, but as long as you are there during those hours you can come in and leave whenever you want so long as you get your 9 hours in. Very helpful on days when you have appointments or travel and want to leave a couple hours early.. ;1;
457;1384;Good opportunities to progress Nicest people I have worked with Flexible work schedules (including every other Friday off). ;1;
458;1385;The people here are very helpful and willing to help you succeed and advance in your career.. ;1;
459;1386;Company Culture, Development Opportunities, Salary. ;1;
460;1387;opportunity to work independently. May get high profile assignments.. ;1;
461;1389;The benefits package is by far the best i have seen in my professional career. If you do a good job and hopefully not get bored of what you do, this is a great company to work for, for a long time and possibly retire.. ;1;
462;1390;Good and stable company to work for, relatively small size and hence lots of responsibilities. nice project to work on as well.. ;1;
463;1391;COP walks the talk with safety and environmental stewardship. Always supports the continuing education of employees. Overall good management and opportunities for advancement.. ;1;
464;1393;Work Life balance is great with 9/80 schedule and awesome gym on campus. Promotions and personal growth are encouraged. ;1;
465;1394;Great training and professional development workplace Strong management. ;1;
466;1396;wonderful benefits, great working environment, outstanding management, and competitive salary. ;1;
467;1401;Safety is a top priority. Good work environment.. ;1;
468;1402;Amazing company from the top to bottom. Really support and believe in a healthy work/life balance. Money is good, benefits even better.. ;1;
469;1403;Competitive salaries and excellent health benefits. ;1;
470;1404;Very family centric and well balanced work / life ratio. They allow and encourage critical and creative thinking. Excellent pay and benefits.. ;1;
471;1408;competitive pay, management is trying. ;1;
472;1410;Great pay, benefits while still having work-life balance. The people are generally nice and not competitive with each other. People are rarely fired, even if they don't do their job.. ;1;
473;1411;Good Management, retirement benefits, interesting work. ;1;
474;1417;The company has wonderful compensation, benefits, training and career opportunities. It prides itself on operating safely and that really helps the bottom line. It is also a nice environment to work in.. ;1;
475;1423;The company provides opportunities to work across various business units. Global presence.. ;1;
476;1426;The Benefits are really good. The health insurance, vacation, sick time, comp time (exempt employees) as well as the yearly VCIP if the company does well makes it very much worth while.. ;1;
477;1427;The on-site gym is awesome. The company is very health conscious and competitive in sports.. ;1;
478;1431;Flexible work hours and a committment to employee development. Generous health and welfare benefits as well as comprehensive retirement planning services. Lots of opportunity for advancement and a culture built around safety.. ;1;
479;1432;Great for a career in accounting. ;1;
480;1435;Friendly people, very respectful towards people, a lot of opportunity for career change, good base salary and wonderful benefits.. ;1;
481;1442;In the Conoco days, the company was great - family-friendly, cared about employees and work/life balance.. ;1;
482;1445;They care about thier Employees.. ;1;
483;1446;#NOM?;1;
484;1447;After spinning off the downstream Phillips66, the E&P session grows very well recently. New management is very open to suggestions and change.. ;1;
485;1448;Great learning experience, and a great team that truly supports you in every aspect of your career development. ;1;
486;1450;The pay is pretty good. Benefits (health insurance, bonuses, pension, etc.) are decent. If you are an engineer or geologist, you get better incentives than other functions (restricted stocks, etc). The company has 9/80s, which means some people get every other Friday off (but not everybody).. ;1;
487;1454;Easy access to management. Lots of incentives to work hard. Younger culture is starting to take hold. Good Benefits. I interned here several times before graduating and accepting an offer. Everyone is super approachable and has no issues helping out. LOTS of social activities, and a very fun culture.. ;1;
488;1455;Good pay and benefits easy place to be a lifer. Expectations aren't high!!. ;1;
489;1458;flexible working hours, great teamwork, good culture, strong management, very innovative and forward thinking. ;1;
490;1459;#NOM?;1;
491;1461;You can have a chance to work all over the world or you can have a chance to stay in your home town if they don't sell your location and even if they do the company that will buy these locations are of good quality on the norm... ;1;
492;1462;excellent at having life work balance. ;1;
493;1463;Exciting company, in the midst of transformation. Aggressive growth, and high rewards. Great work-life balance, great benefits, good culture. Since the company split (Phillips 66 is the new, separate downstream company), the company is reinventing itself as a low-risk, high-return company.. ;1;
494;1464;good pay insurance and profit sharing. ;1;
495;1465;Nice and generally warm work atmosphere. Seeing the soccer pitch in the complex on the day of my interview and I thought this is heaven. Safety culture is unique.. ;1;
496;1466;global, diverse, meritocratic, interesting industry to work in, solid player in the industry, good office culture, easy to fit in, good work life balance. ;1;
497;1467;A very supportive environment, constantly looking to improve the way business is conducted, always with safety in mind in all workplace settings.. ;1;
498;1471;Genuine culture of safety. Employees feel like they matter and are empowered.. ;1;
499;1473;Good company, incentives and management. Opportunity to grow, woinderful team mentality and rewards for preformance.. ;1;
500;1474;Good people, fair benefits, many career opportunities. ;1;
501;1478;nice leadership, nice connection with management,. ;1;
502;1480;"This company values work/life balance, has decent salaries and benefits, and is general not a bad place to work, especially if you are early in your career. If you pursue them and have great support from you manager and other people through networking, there are many doors available for advancement. This could mean leaving your current role and getting out of your comfort zone; but they are willing to train you if you show the aptitude and desire.. ";1;
503;1481;- New CEO Ryan Lance seems like he cares more for his employees than Mulva did. (example: he did away with Mulva's joke of a forced rankings system) (example: he recently raised the bonus target rate for certain salary grades.) - Good retirement (although not as good as Devon's) and health benefits/insurance. - 19/30 days (work an extra 30 minutes each day and get one day off a month & doesn't count against vacation days) - Good work/life balance. ;1;
504;1483;pay good, people good, benefits good, vacation good... Quite a few quality managers but competition is fierce for positions associated with the quality managers. The career path for college new hires is extraordinary. For good or bad, family atmosphere. Opportunities to move to Houston after a few years in Bartlesville is the biggest incentive to accept a position in Bartlesville.. ;1;
505;1485;Very Family friendly Company and lots of opportunity for growth. ;1;
506;1489;Great work life balance, good benefits, very family first culture. Good experience levels, opportunity for advancement everywhere.. ;1;
507;1492;Great place to work in geosciences for development, big projects, and established assets. Good safety culture and a conservative, stable management.. ;1;
508;1493;Employee freedom. Encouragement of work/life balance, and encouragement of new ideas.. ;1;
509;1494;Great road map to develop career, fair in assessments, great compensation, great values. ;1;
510;1497;Opportunity for international experience Excellent training opportunities (depends on business unit) Opportunity to work on mega projects (>$1 B dollars) Competitive base salary Good safety culture. ;1;
511;1500;The company expects certain basic things of their employees such as being on time, not leaving early, and working safe. In exchange for these few things, they give you a generous benefits package, a decent salary, company savings plan, matching stock package, and many other perks. The company also supports employees participating in community service activities and makes provisions for you to serve the community during regular work hours with pay.. ;1;
512;1501;This is a stable company with a stable stock price and good benefits. Lots of opportunity for challenging work and global opportunities.. ;1;
513;1503;Flexible work schedule Promote education/assist with education Opportunity for advancement Great benefits Fitness Center Promote Wellness. ;1;
514;1504;At ConocoPhillips, in most work groups the work/life balance is pretty good: if you need time off for vacation or if you are sick, supervisors are usually very understanding. The benefits (health, vision, perscription) are very good and there is a big push toward over-all wellness (physical, mental). Very nice gym facility at the main complex and a lot of outside programs to get involved in. (Rodeo Run, United Way, Employee Networks). ;1;
515;1505;Interesting processes and equipment Good contract and in-house union workforce Free safety glasses Free safety shoes Free nomex Steady paycheck On-site cafereria Air conditioned and heated offices. ;1;
516;1508;A great place to work. Great support from corporate office, senior management, and company executives. Company did not lack on communication at all! Treated their employees with respect and acknowledged them when needed.. ;1;
517;1510;Benefits, People, Opportunities, Customers, Industry. ;1;
518;1511;Incomparable compensation packages and a seemingly endless supply of new positions, locations around the world, and career paths. We have many team-building and morale-building activities and celebrations that add to the enjoyable environment also. I felt that my manager was personally invested in my career development and aided me in furthering my career, even when it meant transferring to another group.. ;1;
519;1514;#NOM?;1;
520;1517;Benefits Package, Amenities, Opportunities, Recognition for work done.. ;1;
521;1518;Pay, great benefits, job security, respect from community, positive environment, The environment is safe, and people seem generally happy to be there.. ;1;
522;1521;Benefits, salary, growth and opportunity. ;1;
523;1523;Safe place to work You can move to good projects if you demonstrate your skills Management is respectful Good place to learn an gain experience. ;1;
524;1525;Highly motivated, highly professional atmosphere. The company takes very good care of its employees.. ;1;
525;1528;Open environment where you can ask quesions Unlimited training modules to help in development Lots of seasoned employees willing to share and help Great amount of inconsistent business practices that allow employees unlimited opportunities to deliver results & make their mark Lean and mean Not a lot of layers Good visibility to leadership and upper management. ;1;
526;1530;19/30 days we get one extra day off a year 401K matching is great Free health insurance is great Overall great benefits. ;1;
527;1531;Decent salary Decent benefits package Free work boots Cheap prescription eye glasses Free coveralls and safety glasses Interesting work once in a while Casual dress code. ;1;
528;1532;#NOM?;1;
529;1533;Outstanding benefits, time off, work atmosphere, and career advancement. ;1;
530;1536;#NOM?;1;
531;1537;A relatively generous benefits package that includes company matched contributions plus an semiannual contributions of company stock (alot) that you can immediately transfer to any other fund vanguard has. An annual bonus that usually averages around 8% (also depends on company performance) of your gross annual salary, you get your own office, state-of-the-art gym and soccer field with various exercise classes available for free to employees and family, flexible schedule, tuition reimbursement (90%), good work life balance (at least for software guys). ;1;
532;1539;Very friendly people and great company culture. Lots of opportunities within the procurement department. Very competitive pay. ;1;
533;1540;"Stability; Benefits; Professional support; Work-Life Balance. The employees at CPAI are a very close-knit group and very collegial.. ";1;
534;1541;Pay is high. Really good people that know what to do and are willing to help. It is really safe and a good environment to work.. ;1;
535;1548;"Plenty of opportunity; good people. ";1;
536;1551;If you are looking for a company where you would like to work for your entire career, this is a good place to be.. ;1;
537;1552;Lots of opportunities for change (not necessarily advancement), due to the size of the company. Good pay and great benefits compared to other industries. Relatively secure compared to more cut throat industries. If you are the kind of person who just wants to coast until retirement with decent pay and benefits this may be the place.. ;1;
538;1555;I've developed lifelong friendships with many colleagues. My pay check is deposited on time twice a month. The fitness center is very nice and an overpriced coffee bar is available to those that can't stomach the coffee like substance dispensed in the break rooms. The cafeteria at the Houston HQ is good. Cafeterias at other locations are lacking.. ;1;
539;1563;Knowledge sharing is common, which makes it is a great place to learn from more experienced colleagues. People are friendly and open. There are lots of opportunities within the company because of its size, but it is not overly bureaucratic as some large organizations become. Large company opportunities with small company values.. ;1;
540;1564;The internship program was very organized with networking opportunities, social events, and so forth. You get to work on 1 project. Everyone is quite friendly and helpful.. ;1;
541;1565;COP has a good work life balance, Great benefits package, and the people are great to work with. With such a large company, there are a lot of diverse opportunities and functions you could work in to build a cross-functional expertise - or an area expertise.. ;1;
542;1566;Really talked up work/balance to compensate for average remuneration. Early career females lapped this up and some practically begged for us to offer them a job, even when jobs were plentiful.. ;1;
543;1567;Huge opportunity to explore and learn about energy markets and how they are traded Traders here are true experts and most are willing to help.. ;1;
544;1570;Challenging opportunities and a dynamic work environment keep the job interesting and always changing. Also, teamwork is required but is very rewarding as well.. ;1;
545;1573;Access to great training opportunities, co-workers are very sharp and a pleasure to work with.. ;1;
546;1574;The people at ConocoPhillips are very friendly and willing to help others out. They offer a lot of opportunities to individuals that are just coming out of college. There are many ways to learn more about the industry and see whether or not it is a good fit. ConocoPhillips also has great compensation and everyone seems to be very excited to work there. You are constantly challenged to apply everything you have learned into your work and have the guidance of the other employees. Overall, I would definitely recommend individuals to look at this company and consider it as an option.. ;1;
