date;employee_title;employee_status;review_title;pros;cons
2021-07-01;Software Engineer;Former Employee, more than 3 years;Not Great;"-Benefits (pre-covid) -Pension -Work life balance if you establish that boundary early -Safety as a priority
";"-Loss of major benefits at the expense of the people when oil dropped last year (401k match discontinued, huge layoffs, no longer reimbursing education) but don’t worry because they’re still giving a dividend! -First assignment likely not somewhere you actually want to work. -Assignment rotation structure (new job every ~3 years might sound good to some, but me as that there’s no historical knowledge in a lot of areas so the products are mediocre at best. -Company is capable of but unwilling to change. -The ranking structure never hurt me, but I’ve seen it hurt others. It can happen. -No clear upward path for technical folks with no interest in management. -Nothing but lip service on I&D. I’ve watched a panel of men demean a woman for asking an i&d question during a presentation. Child-level bullying.
Verify your email to continue reading or Resend email
11 people found this review helpful
Helpful
Share
Repor"
2021-06-02;Data Engineer;Current Employee;Great;"Good people to work with
";"High turnover currently with the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-25;Planner;Current Employee, more than 10 years;Sad to see it going downhill as a workplace like this;"Pay remains somewhat competitive Bright and talented people still works here
";"This used to be a good to place to work, not the greatest company for innovation, creativity or teamwork but the trade off was a stable “hire to retire” culture with solid business fundamentals, focus on safety and the chance of working with experienced and solid professionals. Yes you had to deal with a ranking system that destroyed any attempt of having a collaborative environment, and culture was focused on following procedures and working for complying with internal audits instead of fostering new ideas and teamwork, but working hard was typically rewarded and you could count on a long term career… Everything dramatically changed the last couple of years, ranking system was redesigned to make it easier to place employees at the bottom, you could be a sustained good performer for 5+ years and suddenly end up being offered a 3 lay off package for having had a “bad year”. There have been layoffs all across functions and affiliates, and the company demanded employees to return to the office back as early as May 2020, when pandemic was still at its peak… Environment became toxic and morale is at its lowest, and key benefits also took a hit. This has been a fundamental shift away from what used to be company core values, and a real shame. Unless this is your only option, I would discourage anyone to join EM at the moment.
Verify your email to continue reading or Resend email
18 people found this review helpful
Helpful
Share
Repor"
2021-05-29;Engineer;Former Employee, more than 1 year;Great Company!;"Its a great company to work for. If you are dedicated and passionate about your job hen you will succeed!
";"Too many red tape since its a bug and traditional company
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-07;Process Contact Engineer;Current Employee;A dinosaur in an evolving world;"Salary and health insurance are good, benefits were good but have decreased in competitiveness
";"The company doesn't value employees, work life balance doesn't exist, lots of people are leaving the company and no changes have been made to stop this. The company feels very behind the times and still claims they're the best but they have nothing to back up that sentiment.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
2021-06-07;Financial Analyst;Former Employee, more than 3 years;Considerable Pros AND Cons;;"derable Pros AND Cons
Jun 7, 2021 - Financial Analyst in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
The salary is great and well above what one needs to live comfortably in Houston. Exxon claims they routinely monitor and compete with salary and benefits that competitors offer, although rumor has it that it is no longer the top 10%, but mid-range. The benefits are great. You can pay about half the amount for medical insurance if you complete a few tasks annually. You get four dental cleanings a year that are paid for. There is a DB pension plan in addition to a 401k match (assuming they bring it back). Paid maternity leave along with temporary disability. There is unrivaled growth potential, especially if you take initiative and demonstrate you are able to save the company money. They try to accommodate your career interests with open job opportunities. The Spring campus is beautiful and has a state-of-the-art gym, on site dentist, optometrist, food court, and other shops. Additionally, management tries to be flexible on days you have other personal commitments. I never had to worry about leaving early or working from home if I had a doctor's appointment, home delivery, etc.
Cons
They infamously suspended the 401k match at the peak of the coronavirus. It is made abundantly clear that working from home long-term is out of the question unless you have a job assignment that warrants it (e.g auditor) because they want you to utilize the campus and collaborate in-person. Upper management is extremely far-removed from the day-to-day tasks and issues, partially due to the fact that Exxon is such a huge company, but this can be a problem for recurring issues that to them might be minute, but to the average worker cause a lot of frustration and angst.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-05-26;Financial Analyst;Current Employee, more than 1 year;Great people;"Very smart people, good benefits
";"Somewhat slow to embrace change
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-09;Electrical Engineer;Current Employee;Great Salary, Poor Work Life Balance;"Meaningful work, competitive salary, that’s it
";"Bureaucracy, Work Life Balance, Vacation, benefits
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-25;Global Security Operations Manager;Current Employee;Vast Global Opportunities;"Promotes from within via very structured process
";"Talent movement and selection is very closely guarded; forced ranking annually
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-08;Analytical Scientist;Current Employee;Good salary...competitive environment;"High salary relative to other Analytical Chemists.
";"1) Performance Ranking and 2) being a Chemist on an Engeneering company
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-28;Engineer;Current Employee;Times they are a'changin';"New board members recently elected
";"Current management lacks vision and integrity.
2 people found this review helpful
Helpful
Share
Repor"
2021-05-24;Chemical Engineer;Current Employee;good opportunities;"room for growth. good work teams
";"management communication is less than desired
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-23;Cashier;Current Employee;I have a good time here;"Staff and customers are friendly and helpful. Also very understanding when their workers are having issues in their home life.
";"Being by myself at night.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-21;Engineer;Current Employee;Great;"Great company with a lot of opportunity for growth.
";"Sometimes a very stressful job,
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-22;Machinery Engineer;Current Employee, more than 1 year;Baytown Review;"Great Medical Benefits (includes eye & dental)
";"401 match 6% was removed
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-03;Operations;Former Employee;it was a job;"good benifits, ok pay, short commute
";"bad communication, bad work life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-19;Engineer;Current Employee, less than 1 year;Job Thoughts;"Great salary and Benefits starting off
";"Competitive work environment. Ranking System.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-19;Data Strategist;Former Employee;Great Collaborative Work Environment;"Collaborative, highly talented peole, safety focused
";"Legacy systems, past cnservative culture impacted current state
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-22;Human Resources Manager;Former Employee;HR function is dying;"Smart people- but most have left
";"Horrid leadership, do not care about people
2 people found this review helpful
Helpful
Share
Repor"
2021-05-18;IT Analyst;Current Employee, more than 1 year;Great Company Overall;"Great work environment Great benefits Pretty good work/life balance
";"I have not experienced anything negative so far
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-19;Project Manager;Current Employee, more than 5 years;Horrible place to work;"Initially the pay may seem very attractive, however, you quickly realized that it is not worth it.
";"- hypocritical in caring and promoting diversity (prejudice against certain group of people) - old buys club and a subjective ranking system where the most qualified people doesn't get the promotion -nobody wants to do the work, there is a 10 managers to 10 people ratio -arrogance, yet the company is doing really bad -the worst management I have ever seen in a company -they continue to promote people not meant to be in management / leadership -they do not care for technical capability as long as you know how to present in a meeting, they believe that you are Einstein
Verify your email to continue reading or Resend email
5 people found this review helpful
Helpful
Share
Repor"
2021-05-17;Production Operator;Current Employee;Great teamwork among the technicians.;"Lots of OT to work
";"Poor personnel planning and a lot of holes in the shifts.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-16;Marketing Executive;Current Employee;No complaints;"Great pay when times are good.
";"Massive lay-off when times get tough.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-12;Technician;Current Employee, less than 1 year;Good Company;"Pension, PPTO, 401k match, base salary, company phone.
";"Long hours, constant fear of being fired
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-27;Full Stack Developer;Current Employee, more than 1 year;Good Culture, not enough loyalty to employees;"hands-off culture, lots of autonomy
";"bad benefits once covid hit
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-23;Anonymous;Current Employee, more than 10 years;Shadow of a Colossus;"Decent compensation,benefits, wlb,but nothing compared to the past
";"Industry decline CEO very publically disregards employee morale, basically asks people to quit if they're unhappy
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-05-12;Project Manager;Former Employee;Big Corp;"Major in the Energy Sector
";"Insulated conservative thought at the top
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-26;Corporate Finance;Current Employee;Interesting work, but slow to change;"- Great people - Interesting work - Overall, good benefits
";"- Reduced opportunities for global assignments - Slow to change and seriously consider new ideas
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-11;Construction Manager;Current Employee;Decline to participate;;"ruction Manager in Mobile, AL
Recommend
CEO Approval
Business Outlook
Pros
I respectfully Decline to Participate
Cons
There are no downsides that I wish to mention
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-11;Talent Analytics Advisor;Current Employee;professional development opportunity;"team-oriented work environment and positive career development opportunities
";"personal interest may not be considered by leadership team when assigning an assignment
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-24;Maintenance Pipefitter;Current Employee, more than 8 years;solid employer;"steady work, good pay, plenty of overtime, good retirement with pension, good medical, plenty of time off, vacation
";"nepotism, lazy employees, supervision lacks experience in their field, no accountabilty
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-24;Process Engineer;Former Employee, more than 3 years;Great Benefits and Peers, Bad Strategy;"Work with amazing and dedicated people. Good benefits and compensation. Dedicated to safety.
";"Middle management is controlling and fearful. Lots of overtime - often driven by paperwork/complex work processes rather than business need. Lack of strategy for the energy transition.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-23;Instrumentation Engineer;Current Employee;k;"Good benefits and work place flexibility
";"management, not a 9/80 schedule
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-07;Group Leader;Current Employee, more than 10 years;Good company tough business;"Lots of great people to work with that really care to make the world better
";"Future of the industry is uncertain
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-06;Project Manager;Former Employee, more than 5 years;Competitive;"Great Compensation and Benefits. Wonderful people and challenging work.
";"Competitive environment and lack of work-life-balance.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-06;Senior IT Risk Advisor;Former Employee, more than 10 years;Company talks about teamwork and value of employees but only cares about money;"Opportunity to work on large projects with people from all over the world. Travel often allows stays in 4 star hotels and generous food allowance. Any corporate department that you can imagine that any large company and sometimes a person can move into that department if your manager supports you. Varied assignments during your career. The company has the potential to make a lot of money as the price of oil rises and some of that money may return to employees in higher raises and increased training opportunities.
";"Jobs are being cut all over Europe, Canada, Singapore and the USA to move jobs to locations where costs are cheaper. People being hired in many of these locations do not have the same dedication to the company and realize that they make less so when you get a supervisor or manager from one of these countries when you work in the USA expect resentment. The management in the USA talked for years that people were hired for a career from college to retirement but they have pushed people out by increasing poor performers to as high as 10% in some years to avoid paying layoff packages. The company forced many people to retire. The company cares about employees only if they are cheap to pay. Early in a person's career they are identified to be a top performer and after that time you can fall from being a top performer but it is almost impossible to get into the top rankings each year once the company has decided your career level in your first few years at the company.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
2021-05-03;Lte Test Engineer;Former Employee;Williams;"Quality of staffing Work atmosphere
";"Less Mobility to move up within company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-06;Process Operator;Former Employee, more than 3 years;Life sucking hell hole;"They have great health benefits.
";"They will use and abuse you then kick you out the door once contracts are up and negotiations don't go their way.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-05-02;Senior Staff Administrative Assistant/Contract Administrator;Former Employee, more than 3 years;Diversity and Analytical Work Ethics;"Working with a great team is the key factor to make all projects successful. Everyone that I worked with was very willing to support one an other. State of the Art Technology, and user friendly.
";"Switching job duties without knowledge, taking the initiative to learn new processes within the moment.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-02;Supply Chain Manager;Current Employee, more than 10 years;This place is a dumpster fire;"salary is good until you get old
";"everything else - executive managers take no accountability, development is non-existent, frozen benefits, tons of attrition
Verify your email to continue reading or Resend email
6 people found this review helpful
Helpful
Share
Repor"
2021-04-30;Senior Research Engineer;Former Employee, more than 1 year;Traditional Old and Large Company;"Great people to work together. Good life-work balance. Food is great at the cafes :)
";"Imagine all you will face in a traditional old and large company. Management system is a little bit too complicated and not that efficient.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-28;Pipeline Integrity Engineer;Current Employee, more than 5 years;Good job;"Money and compensation package is nice
";"Ranking and assessment process is rough
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-29;Chemical Engineer;Current Employee;Good place for technical people;"Benefit plan such as medical
";"Work culture, top down approach
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-10;Product Owner;Current Employee;get out while you can;"Paid on time, beautiful campus.
";"Culture is seriously toxic - will chew you up and spit you out
2 people found this review helpful
Helpful
Share
Repor"
2021-05-11;Technologist;Current Employee;Poor facilities and career prospects;"Good pay for the position
";"Limited career prospects. Engineers look down on you and view you as unintelligent. Facilities in poor shape. Buildings are falling apart. Work is monotonous.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-05-12;Scientist;Current Employee;Potential;"Salary, generally good colleagues, travel (before covid)
";"Bureaucracy, lack of risk taking, fear of being wrong, ranking system, most managers.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-28;Revenue Accountant & Marketing Accountant;Current Employee;Enrichful experience;"Nice offices, Ergonomic programs, Stablished processes
";"Lack of hybrid work schedule (virtually and from home)
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-25;Electrical Engineer;Current Employee, more than 10 years;Wide variety of roles with upward potential in technical leadership - rewarded more for strategy than competence.;"I like the higher salary than most electrical engineers can make in other manufacturing or utility industries. Electrical engineers get experience working with a wide range of equipment and voltages, from PLCs to motors/drives to HV switchgear, from maintenance and reliability, to design and power system modeling. There is a variety of increasingly-challenging roles available with broader reach for a rewarding career.
";"Exxonmobil is largely run by chemical engineers, they don't really care about power unless the lights go off. You become a jack of all trades, master of none. Any complex engineering work gets contracted out. Senior levels of engineering with global influence are a good old boys club that's hard to crack.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-05-09;Planning Analyst;Current Employee, less than 1 year;Good people;"Great people atmosphere within groups
";"Lack of transparency from upper management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-10;Director of Engineering;Former Employee;A lot of changes;"Competitive environment for college grads.
";"Long succession plans make it difficult for experienced professionals to break into the organization
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-22;Human Resources;Former Employee, more than 1 year;Sinking Ship;"Pay is ok and the benefits are above average
";"ALL decisions are made at the very very top so everyone underneath is just managing up. Performance management is forced distribution. Basically every employee is stacked against each other and the bottom 8% are offered a package to leave. This leads to a ton of anxiety with the workforce and makes daily life pretty terrible. There is nothing modern or progressive about the company. They don’t support work flexibility or remote work. It’s all very uptight and unpleasant.
Verify your email to continue reading or Resend email
11 people found this review helpful
Helpful
Share
Repor"
2021-04-22;Senior Business Development Manager;Former Employee;Company pays competitive wages;"Competitive wages for oil and gas industry
";"Outsourcing jobs to lower cost countries continues.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-20;Instrumentation Engineer;Current Employee, less than 1 year;Very good company;"Great company to work for
";"Nothing comes to mind as of now
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-21;Quality Engineer;Current Employee, more than 3 years;Great company;"Very fair and ethical company
";"Performance will greatly depend on supervisor
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-21;Project Manager;Former Employee, more than 10 years;Good pay but long hours;"Competitive salary and good benefits
";"ranked against coworkers, typically long hours, no longer matches contributions to 401K
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-21;Cloud Engineer;Current Employee;all ok;"all good within the company
";"nothing to report that caught my eye
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-04;Senior Software Engineer;Current Employee, more than 8 years;Avoid for IT positions;"If you can make it to retirement the pension can be very lucrative
";"The backwards and conservative thinking of Corporate leadership means nothing ever changes.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-05-24;Exxon Mobile;Current Employee;Pay should be higher;"Convenient hours and consistent schedule
";"Unfair compensation for work that’s being done
1 person found this review helpful
Helpful
Share
Repor"
2021-04-23;Human Resources Advisor;Current Employee, more than 10 years;Rewarding work for less pay;"used to be stability, rewarding work
";"old forced ranked performance ranking system removed, but new ranking still is a relative performance ranking system, meaning you are still compared to others who are in a wide pay grade range but everyone has different scopes/roles/responsibilities.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
2021-04-16;Administrative Assistant;Former Employee, less than 1 year;Great Company;"Work-life balance, great people to work with
";"Oil and gas industry, always a roller coaster
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-16;Forklift Operator;Current Employee, more than 3 years;Great company;"Good pay great hours great coworkers
";"Long days benefits not that good
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-29;Senior Exploration Geophysicist;Current Employee, more than 10 years;Great colleagues, poor management;"Great colleagues, interesting work, benefits before being cut
";"Management, rigidity, inflexible culture, fear to change, management of layoffs
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-29;Geoscience Technician;Former Employee, more than 1 year;Overrated Place to WOrk;"Very nice campus, great mentors, great training.
";"Prides itself on stability and is a reason they do not give bonuses, but honestly, with the last round of layoffs, this is not true. Zero career advancement in my role.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-14;Mechanical Engineer;Former Employee;Great experience;"Salary, stability, balanced work hours, good training, exposure to different projects.
";"Some employees have old-school thinking.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-28;Administrative Assistant;Former Employee, more than 5 years;The grass isn’t always greener on the other side;"Great benefits and flexible schedule
";"Performance is a competition between your fellow coworkers. Lots of problems with admins, back stabbing
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-27;Software Engineer;Current Employee;Legacy Co.;"Good pay. Nice office. Good brand.
";"Bad culture. No raises for now.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-10;Production Operator;Current Employee, more than 3 years;Family environment;"Feels like a family overall.
";"Lots of mandatory over time.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-09;Senior Lead Analyst;Current Employee, more than 5 years;senior analyst in the oil industry;"Offers you the ideal environment to progress your career, attractive benefits and excellent training
";"Too much bureaucracy can be stifling
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-10;Technical Team Lead;Current Employee;Test;"Test test test test test
";"too much management in the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-13;Senior Product Manager;Former Employee;Review;"Good pay, strong technical folks
";"Poor strategy, worse supervisors and managers
2 people found this review helpful
Helpful
Share
Repor"
2021-05-13;Chemical Process Operator BPEP;Current Employee;Terrible management, decent pay and benefits;"Some benefits are good, and has decent pay. Middle of the pack hourly wage for the industry.
";"Do not value employees and very poor leadership team
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-04-08;Anonymous;Former Employee;Good Experience, Chose not to return;"Internship was kept during the pandemic.
";"Difficult to create change as an intern
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-17;Laboratory Technician;Former Employee, more than 5 years;Cut benefits, office politics, and toxic leadership;"The pay is decent, and you won't take your work home with you.
";"The job is mind-numbingly simple and routine. Two of the supervisors and the lab manager are toxic to those that work under them, patronizing when honest feedback is given, and then act shocked when new hires and contractors don't last six months before moving on to better positions at other companies. Almost all benefits were cut last year while the company shareholder dividend was maintained, and no raises were given out. There is extremely low morale, but with current leadership, it is being ignored rather than addressed. Claims of the utmost focus on quality go out the window when production metrics are threatened. Constantly short-staffed due to high turnover rate (because of excessively low morale). Would highly recommend you look elsewhere for lab work; this facility is a dead end.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
2021-04-22;Sales Associate/Cashier;Current Employee;Bad;"People, hours, place, flexibility, you are on your own
";"Manager, pay, long hour, customer, bad overall
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-12;Operator;Current Employee;One of the better companies not the best;"Above average pay, lots of OT, good retirement plan, good culture
";"Company don’t give a sh about you, work your butt off but they will reward you with nothing. Reward you with locking you out and no fair contract. No bonuses
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-04-20;Process Engineer;Current Employee;Process Engineer at Baytown Refinery;"Great starting salary, very dynamic job.
";"Long hours, and on call requirements.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-05;Lubrication Engineer;Current Employee;Good people;"Good people with high integrity and progressive culture
";"Large company slow to adapt
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-20;FLS;Current Employee, more than 8 years;Can be a good company to work for.;"Good benefits and pay. Stability
";"Culture. Company doesn't seem to care about morale.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-05;Senior Associate Engineer;Former Employee, more than 10 years;My review;"Good salary and benefits consistently
";"relocations to global locations and cities
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-16;Senior Process Engineer;Former Employee, more than 8 years;Archaic & Inflexible Culture;"Company used to have strong financial discipline with world-class technical abilities
";"Archaic culture and practices in a rapid de-carbonizing world with no forward looking strategy
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-03-31;Project Controls Manager;Former Employee, more than 10 years;Considering working for ExxonMobil?;;"dering working for ExxonMobil?
Mar 31, 2021 - Project Controls Manager in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Great Benefits, Professional People, Interesting and Challenging Projects
Cons
Too structured, very competitive performance/ranking process. inclusion and diversity.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-04-17;Marine Coordinator;Current Employee;What you expect;"Meritocracy, driven by performance, opportunities to advance upon good performance
";"Corporate out-of-touch with employees, more concerned with investors’ view
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-16;Procurement Associate;Current Employee, more than 1 year;Not great for young professionals;"Great Contracting/Negotiation Exposure; large responsibility out of school
";"Don't value innovation or new ideas; stuck in their ways; lateral career trajectory
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-16;Anonymous;Current Employee, more than 3 years;Once a great company, it is going down;"Good to start your professional life here.
";"The company is clearly going down in innovation and technology
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-06;Manufacturing Analyst;Former Employee;declining;"Still has some financial clout
";"Poor management making many mistakes
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-04-01;Wells Engineer;Current Employee, more than 10 years;Still a good place to work;"Challenging problems to solve; research opportunities; expat assignments
";"Could use more transparency with personnel moves
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-06;Finance Manager;Current Employee;Not great;"Some of the people there
";"Everything else about the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-13;Senior Software Development Manager;Current Employee;Slow moving engineering focused company;"Engineering company, consistent, tries to develop talent internally
";"slow to change, lacks transparency on compensation practices, slow to adopt new technology
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-13;Lab Technician;Current Employee;Job;"Not too many pros so I have none too mention
";"Alot of cons at this company
1 person found this review helpful
Helpful
Share
Repor"
2021-03-30;Financial Analyst;Current Employee, more than 1 year;Analyst;"Stable Job, stable pay, stable raises
";"Work-Life Balance isn’t great in early career
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-11;Commercial Director;Current Employee, more than 10 years;Historically competitive company lacking vision and motivated by fear.;"Intelligent, competent individual contributors. Good compensation relative to job duties.
";"Risk averse, Managed by fear. The best engineers don't always make the best managers / leaders.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-04-12;Process Design Engineer;Former Employee, more than 1 year;A great place to work if you're the ExxonMobil type;"EXTREMELY great career opportunities (diverse opportunities and all over the world). pay is good, benefits are good when you have them, some of the people are great
";"Giant slow moving corporation, takes forever to do anything and you have to jump through hoops when you do. Upper management treats employees poorly.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-13;Chemical Engineer;Former Employee;Great Pay and Benefits, Great People, Management can be spotty;"Pay and Benefits Co-Workers are topnotch typically Locations are generally fine
";"Red Tape Hierarchy reporting that causes slow movement Cut throat environment
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-13;Engineer;Current Employee, more than 8 years;N/A;"Good company to work for.
";"Nothing to share at the moment
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-13;Project Manager;Current Employee, less than 1 year;Okay;"Great people form all different backgrounds.
";"Health benefits could be improved.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-29;Sales Associate;Former Employee, less than 1 year;Great place to work;"Friendly community, kind people, clean store.
";"Strange hours, weekend work, open on Holidays.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-02;Operations Engineer;Former Employee, more than 1 year;Just ok;"Salary, training opportunities ( LIMITED but very unique)
";"Horrible company culture. They do not care about the employees. Some of the locations away from the headquarters do not GO by the company's policy of flexible working hours. Middle managers are so negligent, lack leadership and management skills, VERY old school.... that is just to say the least. In the Houston campus, there is a lot of opportunity to grow. ANYWHERE else, you are screwed. if your manager does not want you to advance, he/she will NOT care about your professional development. This is due to their fear of being replaced by younger generations in supervisory positions
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-03-29;Information Technology;Former Employee, more than 5 years;Good for long term career;"Solid pay and other benefits
";"Not too many that I can think of
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-29;Chemist;Current Employee;Good;"Pay is good pay is hood
";"None none none none none
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-29;Pricing Tactics Advisor;Current Employee, more than 5 years;Stable and good benefits;"Benefits and high pay for work load
";"Limited creativity, limited sphere of decision making
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-28;Intern;Former Employee;Former inter;"Very interesting place to work and fast paced
";"Very intense and very high stakes
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-12;Financial Analyst;Current Employee, more than 1 year;XOM Review;"Salary and work life balance
";"Work is repetitive and dull. Management is slow to innovate.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-01;Business Manager;Current Employee;Bad management, Bad HR - do not recommend for long term employment;"Decent pay, good coworkers, good office
";"Senior management is actively looking at how to displace engineers to India, and where further benefits can be cut. Need I say more? To summarize the Senior Leadership culture? Toxic.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-04-29;Advisor;Former Employee, more than 10 years;Worst company to work for;"Average compensation, just an average or below average mediocre company
";"Leadership at all levels lacks vison and common sense! Too much system oriented missing the wood for the tree. Too much favouritism to selected few. Intellectually bankrupt so called managers and specialist.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
