date;employee_title;employee_status;review_title;pros;cons
30/07/2020;Senior Geologist;Former Employee;Good company;"Good company to work for.
";"The company reorganisation of 2020.
Be the first to find this review helpful
Helpful
Share
Repor"
21/07/2020;Reservoir Engineer;Former Employee;Reservoir Engineer;"nice company would work there again
";"dead end career politics and layoffs
Be the first to find this review helpful
Helpful
Share
Repor"
27/07/2020;Engineer;Former Employee;bp is a company.;"Pay, Benefits, CAPEX, Training, Flexibility, WL Balance
";"Re-org every year, limited growth, no clear path for advancement
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
09/07/2020;Pipeline Engineer;Former Employee;Okay job;"Good money and excellent benefits
";"Many hours And not enough vacation
Be the first to find this review helpful
Helpful
Share
Repor"
09/07/2020;Global Supply Manager;Former Employee, more than 5 years;Good Company;"Management team is very good and cares about employees
";"Limited options for career growth
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
04/07/2020;Senior Engineer;Former Employee, more than 10 years;Good company;"Good technology, multi-national company, good opportunities
";"too much process, too many layers of management
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
29/06/2020;Order Manager;Current Employee, more than 8 years;Good Company;"Excellent benefits and professional environment
";"Due to the Instable Oil & Gas market there is high risk of layoffs
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
07/07/2020;Commercial Manager;Current Employee, more than 10 years;Great people, good salary good benefits, very poor management and poor outlook;"A lot of very skilled workers (level G and below). Great Benefits and good pay. Good diversity and hard working people.
";"Very poor management coming from London. No good idea can ever come from outside the UK. The last 10 years, every decision made has had bad repercussion on the business, workers and knowledge depletion and yet shareholders keep getting paid at the expense of workers. Higher ups are a closed club and they only promote within their restricted group. New CEO fooled everyone with his supposed ""in touch with workers"" attitude when in reality he is ruthless and is totally out of touch with reality. He spent ""Tweeting or Yammering"" instead of truly running the business (reminds me of TRUMP). Managers are promoted based on who you know and not what you accomplish. Some managers are sooooooo bad that they keep bouncing from one division to the other wrecking havoc but never get fired. In general this organization is absolutely terrible at running assets....hence everytime they sold one, the new owners made out really well and ran that assets 100% better than when it was in BP's hands. This is all due to too much red tape. I view this organization as an oil tanker that takes forever to make a turn while it's competitors are more nimble and are more like frigates. The last 10 years, BP went through 5 reorg all by reducing headcounts or selling assets. The organization is just too lean to function properly and is constantly trying to put up fires that get started because of the lack of bodies/personnel.
Verify your email to continue reading or Resend email
8 people found this review helpful
Helpful
Share
Repor"
02/07/2020;Operations;Former Employee, more than 5 years;Good pay;"The pay and befits are goid
";"Understaffed , shift work , and drafting
Be the first to find this review helpful
Helpful
Share
Repor"
29/06/2020;Operations;Current Employee, more than 5 years;Great company;"Benefits and pay. Also good vacation
";"Very good at transparency. Management is honest
Be the first to find this review helpful
Helpful
Share
Repor"
08/06/2020;Mechanical Engineer;Current Employee, more than 8 years;Excellent Place to Start Your Career;Great Pay, Good Experience, Safety ;"ious
Cons
After learning the basics, most of the engineering effort is centered around conforming to existing BP standards and following specs instead of thinking critically. There is so much bureaucracy that it is easier to just follow the specs than to do anything else, even if the specs create a more expensive and difficult solution
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
22/06/2020;Director;Former Employee, more than 8 years;Friendly Company That Does Not Value People;"Good communication, outwardly friendly, leadership is approachable,
";"Nepotistic, London-based leadership places too much value on their own intelligence. All good ideas come from London. Length of service, politics and speaking well of BP are most highly valued. Delivery is not valued.
Verify your email to continue reading or Resend email
5 people found this review helpful
Helpful
Share
Repor"
14/05/2020;Solutions Architect;Current Employee, more than 10 years;Architect job is great;"Great company to work for, work life balance
";"morning meetings - not ideal for night owls
Be the first to find this review helpful
Helpful
Share
Repor"
12/05/2020;Desktop Support Analyst;Former Employee, more than 3 years;Solid;"Good benefits Solid name to work for Nice offices
";"Tough to move up without certain politics
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
17/05/2020;Planning Analyst;Former Employee, more than 5 years;Used to be good;"Decent Perks if you work at a main campus. The pay was better than most of its competitors and better than a comparable job in another industry.
";"If you are anything but an engineer there is very little growth available in the company. You will be married to the job or business unit you were hired into. Unfortunately the culture became very toxic during the 2015 downturn and layoffs did not consider contributions or performance ratings.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
03/05/2020;Junior Trader;Current Employee, less than 1 year;trader development program;"Very helpful in the transition from school to work-life.
";"I have nothing bad to say about the company.
1 person found this review helpful
Helpful
Share
Repor"
24/04/2020;Reservoir Engineer;Current Employee;great place to work;"you feel respected in bp
";"promotion process is rather slow
1 person found this review helpful
Helpful
Share
Repor"
06/05/2020;Director;Former Employee, more than 5 years;Great company with good sense of mission and service. However, there are faults.;"Good benefits, good working environment
";"Highly political with state of mind dependent on who and what department you work for Communication is not great Bonuses make no sense and are highly unstable from one year to the next.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
13/04/2020;Control Systems Specialist;Former Employee, more than 1 year;Great Company and Benefits;"9/80 compressed work week, great pay and benefits, not micro managed
";"None, wish I would've stayed but only left for more $ which was a mistake.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
09/04/2020;Gas Station Attendant;Former Employee;Great part time work;"Good management, good people, great part time work
";"Lack of training from management
Be the first to find this review helpful
Helpful
Share
Repor"
28/03/2020;Procurement Specialist;Current Employee, more than 3 years;Great Company & People, but Frequent Uncertainty;"Great company with amazing benefits. Love my coworkers and the great work/life balance. Culture promotes safety like no other!
";"Constant transformations & reorgs. Management can seem distant from the actual problems on the front line. Company has complex processes, which results in things moving very slowly..
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
06/03/2020;Site Engineer;Current Employee, more than 8 years;Great company to work for;"Strong benefits, deep cultural respect for engineers
";"Corporate culture sometimes values the system over the result
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
03/03/2020;Store Manager;Former Employee, less than 1 year;Good brand;"Fast pace good money no time off
";"No time off, no benefits,
Be the first to find this review helpful
Helpful
Share
Repor"
01/03/2020;Supplier Quality Engineer;Former Employee, more than 5 years;Great company;"The company has a culture of discipline (do the right thing) and consideration of stakeholders including the employees.
";"None comes to my mind
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
29/02/2020;Scheduler;Current Employee, more than 10 years;Culture;"Lots of opportunity to move around
";"Can sometimes be a bit bureaucratic
Be the first to find this review helpful
Helpful
Share
Repor"
13/03/2020;Process Operator;Current Employee, more than 5 years;To take the job or not;"Great pay, great benefits, excellent retirement
";"Poor management causes low morale at times.
Be the first to find this review helpful
Helpful
Share
Repor"
17/02/2020;Well Site Leader;Current Employee, more than 8 years;Great company;"Great compensation. Cadillac health, benefits, etc.
";"Giant company. Feel like a cog in the wheel, and you are just a number to anyone above your boss
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
26/02/2020;Settlements Analyst;Former Employee;Big Petroleum;"Financial security for high performers and structured reviews
";"Lack of urgency to address climate change
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
06/02/2020;Market Analyst;Current Employee, more than 3 years;Good pay and decent hours;"Benefits are likely better than competitors and hours were not bad
";"Bureaucracy is massive and sometimes hard to deal with
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
31/01/2020;Technologist;Current Employee, more than 3 years;Fulfilling position where I contribute to global projects;"Technology teams are friendly and want to help each other. Projects are interesting. Budgets are predictable, so if a project is funded you can enjoy working through it without worrying about it being cut halfway through the year.
";"Work comes in waves, some months I finish my work by 4pm and others require 10 hour days for weeks on end
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
06/02/2020;Engineer;Current Employee, more than 3 years;Good place only if you want to do nothing and plan retirement;"fitness center on facility is great. Decent pay for Houston (industry average).
";"Terrible place for engineers in the beginning of their career (0 - 5 years). No engineering or real work done. Most employees are pushing paperwork and project scheduling. People that remain are milking pension and looking for retirement, or are content doing nothing new for the rest of their career. Extremely bureaucratic and incompetent managers talk about the buzzwords like data science, renewables, Agile, impact-from-day-one, and engineering but have little understanding of what these actually mean and lack the technical foundation. Very little vacation (even with the new policy) and expensive cafeteria.
Verify your email to continue reading or Resend email
5 people found this review helpful
Helpful
Share
Repor"
03/01/2020;Quality Control Chemist;Former Employee, more than 1 year;Laboratory Staff;"Safety is made the top priority. Compliance and quality come close behind.
";"Competition in the domestic petroleum market severely limits hiring opportunities and funds available for suggested improvements, other than critical infrastructure type projects. Don't expect to make any significant changes as the machinations are far too large and margins becoming slimmer. No one's fault, just market forces at play at the moment.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
02/12/2019;Risk Analyst;Former Employee, more than 3 years;Friendly coworkers;"Flexible schedule, friendly team, summer team events
";"high turnover especially in accounting and property management, low pay,
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
30/11/2019;Operations;Current Employee, more than 5 years;Excellent place;"Great job and environment. Easy pace
";"None,I have no complaints
Be the first to find this review helpful
Helpful
Share
Repor"
25/11/2019;Manager;Former Employee, more than 10 years;great place to work.;"Diverse businesses allow for growth and exposure.
";"bureaucracy can get in the way.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
21/11/2019;Category Manager;Current Employee, more than 8 years;Good company;"Great company culture to work for.
";"Unfortunately a shrinking company in Houston.
Be the first to find this review helpful
Helpful
Share
Repor"
04/12/2019;Director;Current Employee, more than 8 years;Overall a traditional company trying to move to the next level;"Good work life balance all across
";"Bureaucracy runs deep in management
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
21/12/2019;Cashier;Former Employee, more than 5 years;Terrible;"None at all. Terrible place to work
";"Low pay, long hours, rude customers
Be the first to find this review helpful
Helpful
Share
Repor"
12/11/2019;Flow Assurance Engineer;Current Employee, less than 1 year;Great People;"Lot of focus on working together
";"Same as any big corporation
Be the first to find this review helpful
Helpful
Share
Repor"
07/11/2019;Director Supply Chain;Former Employee;Great company to work for;"Excellent salary and benefits and career potential
";"Bureaucratic and more open to feedback
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
12/11/2019;Supply Chain Specialist;Current Employee, more than 10 years;American Supply Chain jobs to Malaysia and India;"Solid salary and 401k matching
";"future highly uncertain, uncooperative and sad environment
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
22/10/2019;IT Service Engineer;Current Employee, less than 1 year;Great place to work, going to get better too;"Great Compensation, tons of opportunities in many different business sectors
";"None so far, going great
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
05/11/2019;Subsea Engineer;Former Employee, more than 5 years;High paying role with typical downsides of corporate role;"Good pay, nice area to work in.
";"Leadership does not incorporate suggestions from staff.
Be the first to find this review helpful
Helpful
Share
Repor"
21/10/2019;Cashier;Former Employee, less than 1 year;Easy but truly fulfilling work;"Very nice co workers and manager made the job easier and nicer.
";"Some weeks worked 50+ hours.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
24/10/2019;Project Manager;Current Employee, more than 8 years;Slow to Move;"Pay, Pay, Pay, Pay, Pay
";"Slow decision making, No growth opportunities, Preaches Diversity and Inclusion but are not serious about it
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
10/11/2019;Head Cashier;Current Employee, less than 1 year;One by Walmart;"If you like working alone this is the place. One person per shift, laid back, the customers.
";"No 911 button so no safety, owners don't care about workers, If you show you'll do the job they'll take advantage of you and leave everything for you to do, after 2 months of me working there we got a new manager and she was consistently late, Sat around alone all day, unprofessional, slouchy, untrained,
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
04/10/2019;Journeyman Carpenter;Former Employee, more than 1 year;Great Company with Diligent Employees Overcoming any obstacles that Arise;"Globally diverse and Products are outstanding Long term energy source Committed to Research and Development of All ways to serve the energy needs of the World While striving to Protect Our Planet.
";"Limited amount of time to develop future projects To help Humanity. And Excel as the leader Of Alternative Energy Source Solutions
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
04/10/2019;Senior Petroleum Engineer;Current Employee, more than 10 years;Great Work-Life Balance and fun co-workers;"The company is extremely supportive of personal growth. They have fabulous family leave policies, and the work is technically challenging.
";"1) The bureaucracy and office politics make it almost impossible to execute projects that are quick wins. The endless hoops of review and approval are frustrating and cause low job satisfaction since it is difficult to progress value adding projects. 2) Although BP is a global company, it is increasingly difficult to obtain an Expat role.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
26/09/2019;Clerk;Former Employee, more than 1 year;It's a gas station, so...;"You get to make small talk all day. Incredibly laid back.
";"Not much to do so you get bored very quickly unless you wan to pretend you're in the Navy. I.E get things dirty to clean them in order to appear like you're doing something.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
07/10/2019;Human Resources Manager;Former Employee, more than 10 years;Too much transition;"nice people, good benefits, good work family balance
";"weak and indecisive leadership. company lacks direction
Be the first to find this review helpful
Helpful
Share
Repor"
19/09/2019;Head of Procurement;Current Employee, more than 8 years;Great company and great executive leadership;"Challenge, compensation, global opportunities, scale
";"Complexity, limited women in senior roles
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
19/09/2019;Petroleum Engineer;Current Employee, more than 10 years;Great benefits;"Excellent work-life balance, cutting edge benefits (maternity/paternity), flex fridays, opportunity to travel abroad. Excellent colleges.
";"Lots of process and slow moving action. Too long to execute value adding projects.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
09/09/2019;Senior Geologist;Current Employee, more than 10 years;Great Company to work for;"Fair, honest, flexible, technology leader
";"Bureaucratic, slow to act, slow to respond
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
03/09/2019;Geophysicist;Former Employee, more than 3 years;Good work-life balance;"Lost and useless upper management that does not care and only is in reactive mode.
";"Good work-life balance, ok pay
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
27/08/2019;Data Coordinator;Current Employee, more than 8 years;Overall good;"Pay, bonus, benefits, coworkers, overall culture and mindset
";"Big global company that at times is too top heavy to make decisions. Can be a large disconnect between local business units central teams (people in London and Houston don’t always know how oil and gas production works and the ramifications and effort it takes to deliver what is asked). Also BP likes to change, saying around here goes “if you don’t like something, wait two years, it’ll change.” Can’t learn from mistakes, constantly changing systems to new systems that don’t work properly, unsupported and don’t meet requirements. Have now started rolling out new enterprise systems that don’t work properly for weeks after launch and with no actual training on how they work. Employees are expected to just figure it for themselves. Lots debt and expenses from oil spill, oil price downturn and buying assets has led them to sell current assets.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
29/08/2019;Learning and Development;Former Employee, more than 8 years;Good place to work, depending on your manager;"Employee benefits Collaborative work environment Flex work schedules
";"Managers are hit and miss, just as all managers are; some know how to get the best out of a team and others are in management simply because it was a “Step” up the chain to the golden rung.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
23/08/2019;Engineer;Current Employee, less than 1 year;best oil company you can work for;"best insurance and the food
";"bad and low annual salary
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
07/09/2019;Cashier;Current Employee, less than 1 year;Meh;"Money, coworkers, and a cool boss.
";"Treated poorly, racists, drama, discrimination, low hours.
Be the first to find this review helpful
Helpful
Share
Repor"
27/08/2019;Customer Management;Former Employee, more than 10 years;Beware;"Great Benefits. Great work life balance.
";"Low Moral. Too many reorganizations.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
08/08/2019;Process Engineer;Current Employee, more than 8 years;Good place to work;"Large company with good people and many growth opportunities.
";"overall, I would say BP is a good company
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
09/09/2019;Senior Supply Chain Manager;Former Employee, more than 3 years;"If you believe in work ethics, run. don't look back; run away from BP";"Great gyms, restaurants, common areas, gardens. They really splurged on the non-work element of the job.
";"After the Macondo disaster, they decided to hire a lot of very qualified people to fix their supplier contract problems, Supplier quality, on-time delivery, improving KPIs and other metrics of performance, etc. It was all a huge facade. At the end of the day, they ground down these highly qualified new hires with red-tape, bureaucracy, and the worst inefficiency. All they really wanted was to look good if they were audited. Not to really fix any of the structural problems that caused the Gulf of Mexico catastrophe to begin with. A lot of copy-and-paste in Excel. a lot of BS KPIs, when category managers have no access to on-time-delivery or to Quality from suppliers. They don't even approve a trip to Lousiana from Houston, for god sakes! If you want to be well paid and look the other way, this is the place for you. If you rock the boat, they will make your life a living hell and drive you out.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
03/08/2019;Supply Financial Analyst;Current Employee, less than 1 year;Good salary & benefits, opportunities to move internationally, promotes from within, bureaucratic.;"Salary, benefits and work life balance are all good (at least compared to consulting). Its competitive, but not nearly as competitive as consulting so easy to stand out if that's your background.
";"The industry is volatile with oil prices and goes through periodic reorganizations. Need to be strategic about the positions you select at the Company to make sure you remain valuable. Yearly average pay bumps are low unless you're a really good performer. This is pretty common for large corporations though.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
31/07/2019;Car Detailer;Former Employee, more than 10 years;Quality service;"Great service hard work and dedication
";"Hot in the summer and cold in the winter
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
18/07/2019;Sales Associate/Cashier;Former Employee, less than 1 year;BP Company Revie;"Friendly environment and no shortage of hours typically. Decent pay when hourly rate combined with quarterly bonuses. Usually fast paced customer service based environment.
";"At times there's not enough employees and things can become really chaotic if an employee decides to be a no call/ no show. The manager isn't always available to call if there are any complications during the night shift hours.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
18/07/2019;Team Lead;Former Employee, more than 10 years;Corporate Enviornment;"Salary and Benefits were good Flexibility
";"Timelines for new business initiatives HR's support with management decisions
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
11/07/2019;Inspector;Current Employee, more than 10 years;QA/QC;"integrity in producing product worldwide
";"Need better training programs to develop employees
Be the first to find this review helpful
Helpful
Share
Repor"
21/07/2019;Construction Project Manager;Current Employee, more than 5 years;Great Benefits but Poor Management;;"ruction Project Manager in Chicago, IL
Recommend
CEO Approval
Business Outlook
Pros
Pay and benefits, paid leave, bonuses
Cons
Management changes every 2 years negating any good will for a promotion
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
04/07/2019;Aftermarket Support;Former Employee, more than 5 years;Review;"A Good opportunity, Good People.
";"Political, Have to make good connections for advancement.
Be the first to find this review helpful
Helpful
Share
Repor"
29/06/2019;Cashier;Former Employee, more than 5 years;Good base salary to start with easy job;"Easy not to much headache .
";"Retail business but good learning
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
22/06/2019;Senior Technical Specialist;Former Employee, more than 5 years;Great company;"Great company and benefits
";"Politics and growth. Felt unable to move
Be the first to find this review helpful
Helpful
Share
Repor"
26/06/2019;Anonymous;Former Employee, more than 10 years;BP;"Fair compensation, work at home privileges, team environment
";"Constant change, multiple reorgs, poor change management and out of touch organization
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
13/06/2019;Operations Chief;Current Employee, more than 10 years;At this position you have to be very competent in your area;"High paying job with good benefits
";"3-2-3 work schedule 12hr rotating shift can be brutal
Be the first to find this review helpful
Helpful
Share
Repor"
04/06/2019;Planning and Performance Analyst;Former Employee, more than 1 year;Typical Oil Company;"Nice company. Good benefits great facilities.
";"Was in constant fear of layoffs. Two people to do the job of one-lots of busy work of no value.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
26/06/2019;IT Senior Project Manager;Current Employee, more than 5 years;Too Much Emphasis on Diversity;"Good Benefits, Good pay and decent outlook.
";"UK Based focus, too much focus on diversity than ones job.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
14/07/2019;Human Resources Manager;Former Employee, more than 3 years;Poor culture and leadership;"Meaningful work and very high caliber colleagues.
";"Check the box mentality, no job security and no investment in peoples’ development .
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
21/06/2019;Cashier;Former Employee, more than 1 year;Patels BP;"You got paid weekly there.
";"treated like you are a slave. don't know if that's because ppl from india owned the store.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
19/06/2019;Analyst;Former Employee, more than 1 year;Poor training of analysts with no guidancce;"The location and benefits are good
";"Cliquey Good industry to work in but tough to manage the office environment
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
11/06/2019;Senior Level Leader;Former Employee, more than 10 years;Anther disaster waiting to happen!;"-The benefits -Facilities in Houston -There are some really good people doing the work, but the folks making the calls at the top ruin it all around.
";"- Integrity is a joke. One of the most corrupt companies on earth. - Profits before doing the right thing, each and every time. - Toxic environment all around. It's all about money no matter what the corporate governance says about the "" BP Values"". Do not believe it. They will use and abuse you and let you go before having to truly award you for getting after it and working hard to make a difference. They just don't care.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
30/05/2019;Director;Former Employee, more than 10 years;Good and Bad;"Good pay, benefits, and for those looking for a place to hide and not have to do much to earn those benefits there are a reasonable number of places where this can happen.
";"Too many people killing themselves to deliver while too many are skating by barely working, even at the executive level. Feast or famine in terms of expectations and deliverables, how they are communicated, expected, or supported.
Verify your email to continue reading or Resend email
6 people found this review helpful
Helpful
Share
Repor"
28/05/2019;Cashier;Current Employee, more than 3 years;awesome working in this company and happy with salaries;"good working environment family and life balance is awesome
";"no cons as of now. but happy that i am working in this company
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
08/02/2019;Commodity Risk;Current Employee, more than 5 years;Can be a great company to work for...;"Good Salary, Benefits, Bonuses and ability to work from home.
";"You need to network or politics can keep you from moving up. Lack of communication falls on employee if you're not active and aggressive. If you are too aggressive, being proactive, that too can work against you.
"
18/04/2019;Maintenance Planner;Current Employee, more than 3 years;Well paid;"Well compensated. Opportunities for advancement. Very good benefits from 401k, retirement account, medical, etc
";"Most everyone is over loaded in job duties due to the old age of the field and job cut backs.
"
01/05/2019;Human Resources Coordinator;Former Employee, more than 8 years;Great employer;"Benefits are outstanding Family like culture Love the Philanthropic culture Good compensation
";"Reorganizations Need more mentorships for new leaders need more training for new leaders Under construction ********
"
07/10/2019;Human Resources Manager;Former Employee, more than 10 years;Too much transition;"nice people, good benefits, good work family balance
";"weak and indecisive leadership. company lacks direction
Be the first to find this review helpful
Helpful
Share
Repor"
21/12/2019;Cashier;Former Employee, more than 5 years;Terrible;"None at all. Terrible place to work
";"Low pay, long hours, rude customers
Be the first to find this review helpful
Helpful
Share
Repor"
14/04/2019;Process Operator;Former Employee, more than 5 years;Good job;"Great benefits , excellent pay, et oom for advancing
";"Work alot, that's pretty much it, also dangerous work at times
"
11/05/2019;Completion Engineer;Current Employee, more than 5 years;Good organization to work for.;"Good organization to work for.
";"I don’t have none, very great place to work.
Be the first to find this review helpful
Helpful
Share
Repor"
08/05/2019;Anonymous;Former Employee, more than 3 years;BP review;"Diversity, culture, and the people
";"Ideas rarely are used.
1 person found this review helpful
Helpful
Share
Repor"
18/05/2019;District Manager;Former Employee, more than 10 years;Great Company;"Pay scale, benefits, growth opportunity
";"Work life balance, performance review process
Be the first to find this review helpful
Helpful
Share
Repor"
19/04/2019;Anonymous;Former Employee, more than 8 years;Good company as a whole but lacked in quality management. It's not what you know it's who you know.;"Competive pay and benefits Flex scheduling Well maintained office Tuition reimbursement
";"Very political and clannish environment. Hard work not rewarded unless you are in the clique.
"
09/05/2019;Operations Procedure Coordinator;Current Employee, more than 5 years;Great job!;"Great team members and resources.
";"Sold to Marathon Petroleum and company changed
Be the first to find this review helpful
Helpful
Share
Repor"
03/05/2019;Land Compliance Analyst;Current Employee, more than 3 years;Great benefits;"Benefits, bonuses. 9/80 work weeks.
";"Bureaucratic. Too large to be efficient in certain areas.
Be the first to find this review helpful
Helpful
Share
Repor"
22/02/2009;Petroleum Engineer;Current Employee;Delivers work/life balance, but red tape and processes still prevail over common business sense.;"Flex fridays and casual office environment and culture generally live up to warm and fuzzy, good work life balance image, although flex fridays have been taken away from some groups in other areas of the company. Vacation time relatively weak compared to competition, but management in generally flexible if there are family issues that limit your work availability. Salary is reasonable, but much better can be had in industry, new bonus structure is good (if you have a good relationship with your supervisor), disappointing otherwise. Benefits are solid. Worldwide work locations with opportunities for advancement if you toe the company line and keep your opinion to yourself.
";"Alot of processes and red tape, trumping common sense more often than not. It's often unclear who is accountable and who makes decisions with constantly shifting management priorities. Too many layers of management that are reorganized and shuffled every 12 to 18 months and regularly roll out non-value adding initiatives that create a ton of work for technical staff, get some manager a promotion, and leave unrealistic expectations for the next manager. Internal job postings are ""just for show"", new roles and promotion opportunities are largely pre-determined and based on diversity and politics rather than merit. Alot of dead weight across the org charts, with several good people having left recently.
"
24/04/2019;Principal Engineer;Current Employee, more than 5 years;Corrosion Engineering;"Great place to work
";"Business travels commitments meaning away from family
"
16/05/2019;Subsea Engineer;Current Employee, more than 5 years;Good Company, Still a Job;"Good pay, good benefits. Some very smart people
";"Management is slow to make decisions. Bad at providing development opportunities and feedback. Large bureaucratic process. Strong performers are likely to shoulder massive workloads relative to peers
"
10/06/2019;Master;Current Employee, more than 10 years;Seafaring;"This is an ethical organisation
";"Not practical in outlook & very bookish. Asked BSG to advise how to improve their performance. Management graduates will of course be management graduates ... Now BP is jumping up n down trying to meet imaginary performance benchmarks.
"
21/07/2019;Construction Project Manager;Current Employee, more than 5 years;Great Benefits but Poor Management;;"ruction Project Manager in Chicago, IL
Recommend
CEO Approval
Business Outlook
Pros
Pay and benefits, paid leave, bonuses
Cons
Management changes every 2 years negating any good will for a promotion
"
27/08/2019;Customer Management;Former Employee, more than 10 years;Beware;"Great Benefits. Great work life balance.
";"Low Moral. Too many reorganizations.
"
07/09/2019;Cashier;Current Employee, less than 1 year;Meh;"Money, coworkers, and a cool boss.
";"Treated poorly, racists, drama, discrimination, low hours.
Be the first to find this review helpful
Helpful
Share
Repor"
24/03/2019;Senior Process Engineer;Current Employee, more than 8 years;Progressive Compnay Complex Organization;"Work life balance and good benefits
";"No career path, poor HR management
"
11/04/2019;Pricing Analyst;Current Employee;Cool culture;"Money is amazing and so is management if you have a good boss. So much opportunity to grow but you have to have management on your side.
";"Big company. Can waste a ton of ton saying the same thing to different people and end up with nothing done at the end of the day.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
23/04/2019;Manager;Current Employee, more than 10 years;Time to set a path and stick with it;"-Good pay and benefits (401k, Medical, etc.)
";"The company and functions need to stick with a direction. It has become really confusing on what direction we are going as employees observe contradictions all the time. The ""control"" organization has become cumbersome and frustrating, to say the least. Career development has become a real issue for myself and team as I am encouraged to have my employees become ""jacks of all trades, master of none"". The culture has shifted towards who you know and less on merit, which has made it difficult for employees to feel motivated.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
19/04/2019;Anonymous;Former Employee, more than 8 years;Good company as a whole but lacked in quality management. It's not what you know it's who you know.;"Competive pay and benefits Flex scheduling Well maintained office Tuition reimbursement
";"Very political and clannish environment. Hard work not rewarded unless you are in the clique.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
